User;Activity;realtime;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
2;2;2048;2617;63;;64225311;0.161;-0.998;0.07;-0.2;-2.7;2.5;-1357;293;-69;-3.6;-9;356.2;102005;0;3;4;46;44;24.42;41.35;0.0635;0.003408;
2;2;2049;2618;63;;64225311;0.162;-0.995;0.068;0.5;-3;3.2;-1358.5;294.5;-66;-3.5;-8.9;356.3;102005;0;3;4;46;44;24.42;41.35;0.0635;0.003408;
2;2;2050;2619;63;;64225311;0.16;-0.987;0.07;0.9;-3.2;3.6;-1354;299;-70.5;-3.5;-8.8;356.3;102005;0;3;4;46;44;24.42;41.35;0.127;0.003408;
2;2;2051;2620;63;;64225312;0.162;-1;0.066;0.5;-3.4;3.9;-1354;296;-66;-3.5;-8.8;356.3;102005;0;3;4;46;44;24.42;41.35;0.127;0.003408;
2;2;2052;2621;63;;64225312;0.159;-0.994;0.065;0.3;-3.1;3.2;-1360;291.5;-67.5;-3.5;-8.7;356.3;102005;0;3;4;46;44;24.42;41.35;0.127;0.003408;
2;2;2053;2622;63;;64225312;0.158;-0.998;0.063;0;-3;2.6;-1354;297.5;-63;-3.5;-8.7;356.3;102005;0;3;4;46;44;24.42;41.35;0.127;0.003408;
2;2;2054;2623;63;;64225312;0.16;-0.999;0.062;0.4;-3;1;-1358.5;291.5;-66;-3.5;-8.7;356.3;102005;0;3;4;46;44;24.42;41.35;0.127;0.003408;
2;2;2055;2624;63;;64225312;0.158;-1;0.064;0.6;-2.8;-0.2;-1352.5;291.5;-69;-3.4;-8.6;356.3;102005;0;3;4;46;44;24.42;41.35;0.127;0.003408;
2;2;2056;2625;64;;64225621;0.158;-0.999;0.067;1.2;-2.8;-1.6;-1360;296;-58.5;-3.4;-8.7;356.3;102008;0;3;4;47;45;24.41;41.29;0.127;0.003408;
2;2;2057;2626;64;;64225622;0.156;-0.998;0.067;1.8;-3.1;-2.1;-1357;296;-61.5;-3.4;-8.7;356.3;102008;0;3;4;47;45;24.41;41.29;0.127;0.003408;
2;2;2058;2627;64;;64225623;0.155;-0.988;0.071;2.2;-3.7;-2.2;-1357;290;-70.5;-3.4;-8.7;356.3;102008;0;3;4;47;45;24.41;41.29;0.127;0.003408;
2;2;2059;2628;64;;64225623;0.155;-0.985;0.073;2.5;-4.3;-1.6;-1354;296;-61.5;-3.5;-8.7;356.3;102008;0;3;4;47;45;24.41;41.29;0.127;0.003408;
2;2;2060;2629;64;;64225624;0.16;-0.983;0.074;2.5;-5;-0.8;-1349.5;299;-61.5;-3.5;-8.8;356.2;102008;0;3;4;47;45;24.41;41.29;0.127;0.003408;
2;2;2061;2630;64;;64225624;0.16;-0.985;0.075;2.6;-5.9;-1;-1363;294.5;-67.5;-3.5;-8.8;356.2;102006;0;3;4;47;45;24.41;41.29;0.127;0.005112;
2;2;2062;2631;64;;64225625;0.166;-0.994;0.075;2.5;-6.6;-1.7;-1357;297.5;-58.5;-3.6;-8.8;356.1;102006;0;3;4;47;45;24.41;41.29;0.127;0.005112;
2;2;2063;2632;64;;64225626;0.165;-0.991;0.073;2.3;-6.9;-3;-1363;293;-61.5;-3.6;-8.9;356;102006;0;3;4;47;45;24.41;41.29;0.127;0.005112;
2;2;2064;2633;64;;64225627;0.165;-0.984;0.073;2.2;-7;-3.4;-1360;297.5;-63;-3.6;-8.9;356;102006;0;3;4;47;45;24.41;41.29;0.127;0.005112;
2;2;2065;2634;64;;64225627;0.174;-0.991;0.074;1.6;-6.6;-2.7;-1354;299;-73.5;-3.7;-9;355.9;102003;0;3;4;47;45;24.35;41.33;0.127;0.007668;
2;2;2066;2635;64;;64225628;0.174;-0.983;0.071;1.7;-6;-1.8;-1357;297.5;-67.5;-3.7;-9.1;355.8;102003;0;3;4;47;45;24.35;41.33;0.127;0.007668;
2;2;2067;2636;64;;64225629;0.175;-0.984;0.068;1;-5.6;-1;-1354;296;-69;-3.7;-9.2;355.7;102003;0;3;4;47;45;24.35;41.33;0.127;0.007668;
2;2;2068;2637;64;;64225629;0.18;-1.001;0.068;0.5;-5;-0.4;-1357;294.5;-66;-3.7;-9.2;355.7;102003;0;3;4;47;45;24.35;41.33;0.127;0.007668;
2;2;2069;2638;64;;64225629;0.18;-0.995;0.068;1.2;-3.9;-0.2;-1354;296;-70.5;-3.7;-9.3;355.7;102003;0;3;4;47;45;24.35;41.33;0.127;0.007668;
2;2;2070;2639;64;;64225631;0.173;-0.985;0.066;1.9;-3;0.2;-1351;299;-75;-3.7;-9.3;355.6;102003;0;3;4;47;45;24.35;41.33;0.127;0.007668;
2;2;2071;2640;65;;64225919;0.171;-0.984;0.065;1.8;-2.2;0.9;-1360;296;-61.5;-3.7;-9.4;355.6;102006;0;3;4;47;45;24.35;41.33;0.127;0.005112;
2;2;2072;2641;65;;64225919;0.168;-0.986;0.064;1.4;-1.5;1.8;-1354;291.5;-66;-3.7;-9.4;355.6;102006;0;3;4;47;45;24.35;41.33;0.127;0.005112;
2;2;2073;2642;65;;64225920;0.166;-0.996;0.066;1.3;-0.9;2.7;-1355.5;299;-67.5;-3.7;-9.3;355.7;102006;0;3;4;47;45;24.35;41.33;0.127;0.005112;
2;1;2074;2643;65;;64225920;0.166;-1.001;0.067;1.7;-0.8;2.4;-1357;293;-61.5;-3.7;-9.3;355.7;102006;0;3;4;47;45;24.35;41.33;0.127;0.005112;
2;1;2075;2644;65;;64225920;0.16;-0.996;0.068;2.5;-0.8;0.4;-1358.5;296;-66;-3.7;-9.3;355.7;102006;0;3;4;47;45;24.35;41.33;0.127;0.005112;
2;1;2076;2645;65;;64225921;0.157;-0.996;0.068;2.5;-0.9;-0.5;-1354;291.5;-70.5;-3.7;-9.2;355.7;102005;0;3;4;47;45;24.39;41.3;0.0635;0.003408;
2;1;2077;2646;65;;64225921;0.155;-0.993;0.068;2.1;-1.2;-1.2;-1357;293;-69;-3.7;-9.2;355.8;102005;0;3;4;47;45;24.39;41.3;0.0635;0.003408;
2;1;2078;2647;65;;64225921;0.158;-0.987;0.068;1.4;-1.5;-1.6;-1355.5;290;-60;-3.7;-9.2;355.8;102005;0;3;4;47;45;24.39;41.3;0.0635;0.003408;
2;1;2079;2648;65;;64225922;0.161;-0.987;0.068;0.9;-1.7;-1.7;-1357;296;-66;-3.7;-9.2;355.8;102005;0;3;4;47;45;24.39;41.3;0.0635;0.003408;
2;1;2080;2649;65;;64225922;0.167;-0.989;0.066;0.2;-1.7;-1.7;-1352.5;300.5;-69;-3.7;-9.2;355.9;102007;0;3;4;47;45;24.39;41.3;0.254;0.006816;
2;1;2081;2650;65;;64225922;0.165;-0.981;0.065;0.1;-1.7;-1.5;-1352.5;294.5;-60;-3.7;-9.2;355.9;102007;0;3;4;47;45;24.39;41.3;0.254;0.006816;
2;1;2082;2651;65;;64225923;0.164;-0.983;0.063;-0.3;-1.6;-0.5;-1355.5;303.5;-63;-3.7;-9.2;355.9;102007;0;3;4;47;45;24.39;41.3;0.254;0.006816;
2;1;2083;2652;65;;64225923;0.164;-0.988;0.061;-0.9;-1.8;0.4;-1355.5;296;-57;-3.6;-9.2;355.9;102007;0;3;4;47;45;24.39;41.3;0.254;0.006816;
2;1;2084;2653;65;;64225923;0.166;-0.989;0.059;-1.2;-1.7;1.6;-1355.5;297.5;-57;-3.6;-9.2;355.9;102007;0;3;4;47;45;24.39;41.3;0.254;0.006816;
2;1;2085;2654;65;;64225924;0.165;-0.997;0.06;-0.2;-1.2;3.2;-1358.5;300.5;-60;-3.5;-9.1;356;102007;0;3;4;47;45;24.39;41.3;0.254;0.006816;
2;1;2086;2655;66;;64226219;0.165;-1;0.061;0.1;-1.1;3.5;-1349.5;302;-67.5;-3.5;-9.1;356;102006;0;3;4;47;45;24.39;41.29;0.127;0.005112;
2;1;2087;2656;66;;64226220;0.164;-0.994;0.062;1.2;-1.1;3.3;-1361.5;291.5;-61.5;-3.4;-9.1;356;102006;0;3;4;47;45;24.39;41.29;0.127;0.005112;
2;1;2088;2657;66;;64226220;0.161;-0.999;0.065;1.8;-1;2.6;-1360;296;-69;-3.4;-9;356.1;102006;0;3;4;47;45;24.39;41.29;0.127;0.005112;
2;1;2089;2658;66;;64226221;0.157;-0.997;0.067;2.3;-1.4;1.9;-1357;294.5;-69;-3.4;-9;356.1;102006;0;3;4;47;45;24.39;41.29;0.127;0.005112;
2;1;2090;2659;66;;64226221;0.154;-0.995;0.069;2.4;-1.5;1.5;-1348;290;-70.5;-3.5;-8.9;356.1;102006;0;3;4;47;45;24.39;41.29;0.127;0.005112;
2;1;2091;2660;66;;64226222;0.15;-0.997;0.07;2.3;-2.1;1.5;-1351;293;-67.5;-3.5;-8.9;356.1;102000;0;3;4;47;45;24.39;41.29;0.254;0.005112;
2;1;2092;2661;66;;64226222;0.149;-0.994;0.072;2.3;-2.7;1.3;-1349.5;299;-63;-3.5;-8.8;356.1;102000;0;3;4;47;45;24.39;41.29;0.254;0.005112;
2;1;2093;2662;66;;64226223;0.147;-0.991;0.072;2.1;-3.5;1.3;-1354;296;-63;-3.6;-8.7;356.1;102000;0;3;4;47;45;24.39;41.29;0.254;0.005112;
2;1;2094;2663;66;;64226223;0.147;-0.994;0.074;2.1;-4;1.8;-1351;297.5;-60;-3.6;-8.7;356.1;102000;0;3;4;47;45;24.39;41.29;0.254;0.005112;
2;1;2095;2664;66;;64226224;0.147;-0.995;0.072;2.4;-4.5;1.9;-1348;296;-67.5;-3.7;-8.6;356;102005;0;3;4;47;45;24.39;41.32;0.3175;0.00426;
2;1;2096;2665;66;;64226224;0.151;-0.996;0.07;2.3;-4.7;2.1;-1354;284;-61.5;-3.7;-8.5;356;102005;0;3;4;47;45;24.39;41.32;0.3175;0.00426;
2;1;2097;2666;66;;64226225;0.151;-0.994;0.071;2.2;-4.8;1.7;-1354;294.5;-67.5;-3.7;-8.5;356;102005;0;3;4;47;45;24.39;41.32;0.3175;0.00426;
2;1;2098;2667;66;;64226225;0.147;-0.986;0.071;2.3;-4.9;1.5;-1361.5;293;-63;-3.8;-8.4;355.9;102005;0;3;4;47;45;24.39;41.32;0.3175;0.00426;
2;1;2099;2668;66;;64226226;0.152;-0.995;0.072;1.8;-5;1.3;-1352.5;294.5;-67.5;-3.8;-8.4;355.9;102005;0;3;4;47;45;24.39;41.32;0.3175;0.00426;
2;1;2100;2669;66;;64226227;0.153;-0.999;0.071;1.3;-4.9;1.1;-1351;291.5;-60;-3.8;-8.4;355.8;102005;0;3;4;47;45;24.39;41.32;0.3175;0.00426;
2;1;2101;2670;67;;64226519;0.153;-0.998;0.072;1.8;-4.4;1;-1349.5;300.5;-61.5;-3.8;-8.4;355.8;102007;0;3;4;47;45;24.39;41.32;0.127;0.003408;
2;1;2102;2671;67;;64226520;0.15;-0.992;0.072;2.2;-3.8;1;-1352.5;290;-61.5;-3.8;-8.4;355.7;102007;0;3;4;47;45;24.39;41.32;0.127;0.003408;
2;1;2103;2672;67;;64226520;0.148;-0.992;0.071;2.2;-3.5;0.8;-1355.5;293;-60;-3.8;-8.4;355.7;102007;0;3;4;47;45;24.39;41.32;0.127;0.003408;
2;1;2104;2673;67;;64226521;0.142;-0.991;0.071;1.9;-3.3;0.7;-1352.5;299;-58.5;-3.8;-8.3;355.7;102007;0;3;4;47;45;24.39;41.32;0.127;0.003408;
2;1;2105;2674;67;;64226521;0.137;-0.99;0.072;1.6;-3.5;0.7;-1349.5;294.5;-66;-3.9;-8.3;355.7;102007;0;3;4;47;45;24.39;41.32;0.127;0.003408;
2;1;2106;2675;67;;64226522;0.135;-0.994;0.073;1.4;-3.8;1;-1349.5;293;-66;-3.9;-8.3;355.6;102009;0;3;4;46;43;24.39;41.33;0.1905;0.005112;
2;1;2107;2676;67;;64226522;0.136;-0.999;0.072;1.6;-4;1;-1348;293;-61.5;-3.9;-8.2;355.6;102009;0;3;4;46;43;24.39;41.33;0.1905;0.005112;
2;1;2108;2677;67;;64226523;0.136;-1.001;0.073;1.7;-4.3;0.9;-1349.5;294.5;-66;-3.9;-8.1;355.6;102009;0;3;4;46;43;24.39;41.33;0.1905;0.005112;
2;1;2109;2678;67;;64226523;0.134;-0.995;0.07;1.6;-4.5;0.9;-1352.5;294.5;-58.5;-3.9;-8.1;355.6;102009;0;3;4;46;43;24.39;41.33;0.1905;0.005112;
2;1;2110;2679;67;;64226524;0.137;-0.997;0.069;1.5;-4.4;0.7;-1346.5;291.5;-67.5;-3.9;-8;355.5;102009;0;3;4;46;43;24.39;41.33;0.254;0.007668;
2;1;2111;2680;67;;64226524;0.141;-1.001;0.07;1.8;-4.2;0.2;-1340.5;291.5;-60;-3.9;-8;355.5;102009;0;3;4;46;43;24.39;41.33;0.254;0.007668;
2;1;2112;2681;67;;64226525;0.139;-0.997;0.069;2.4;-3.8;-0.4;-1349.5;287;-63;-3.9;-8;355.5;102009;0;3;4;46;43;24.39;41.33;0.254;0.007668;
2;1;2113;2682;67;;64226525;0.137;-0.998;0.068;2.7;-3.2;-0.6;-1349.5;291.5;-69;-3.9;-8;355.5;102009;0;3;4;46;43;24.39;41.33;0.254;0.007668;
2;1;2114;2683;67;;64226526;0.137;-1;0.071;2.5;-2.8;-0.6;-1345;294.5;-70.5;-3.9;-8;355.4;102009;0;3;4;46;43;24.39;41.33;0.254;0.007668;
2;1;2115;2684;67;;64226527;0.137;-0.998;0.073;2.4;-2.7;-0.8;-1349.5;291.5;-61.5;-3.9;-7.9;355.4;102009;0;3;4;46;43;24.39;41.33;0.254;0.007668;
2;1;2116;2685;68;;64226839;0.136;-0.995;0.073;2.5;-2.5;-1;-1349.5;291.5;-67.5;-4;-7.9;355.4;102004;0;3;4;46;43;24.44;41.33;0.0635;0.005112;
2;1;2117;2686;68;;64226840;0.134;-0.994;0.075;2.5;-2.4;-0.9;-1357;297.5;-67.5;-4;-7.9;355.4;102004;0;3;4;46;43;24.44;41.33;0.0635;0.005112;
2;1;2118;2687;68;;64226840;0.134;-0.995;0.076;2.3;-2.4;-0.4;-1348;285.5;-63;-4;-7.9;355.4;102004;0;3;4;46;43;24.44;41.33;0.0635;0.005112;
2;1;2119;2688;68;;64226840;0.134;-0.995;0.076;2.6;-2.8;0;-1352.5;297.5;-58.5;-4;-7.9;355.4;102004;0;3;4;46;43;24.44;41.33;0.0635;0.005112;
2;1;2120;2689;68;;64226840;0.138;-0.997;0.076;2.5;-2.8;0.3;-1348;288.5;-67.5;-4.1;-7.9;355.4;102004;0;3;4;46;43;24.44;41.33;0.0635;0.005112;
2;1;2121;2690;68;;64226840;0.14;-0.994;0.077;2.8;-2.8;0;-1346.5;291.5;-61.5;-4.1;-7.9;355.4;102006;0;3;4;46;43;24.44;41.33;0;0.006816;
2;1;2122;2691;68;;64226840;0.139;-0.995;0.075;2.8;-2.6;-0.2;-1351;299;-61.5;-4.1;-7.8;355.4;102006;0;3;4;46;43;24.44;41.33;0;0.006816;
2;1;2123;2692;68;;64226841;0.135;-0.985;0.074;2.4;-2.3;-0.1;-1346.5;299;-63;-4.2;-7.8;355.4;102006;0;3;4;46;43;24.44;41.33;0;0.006816;
2;1;2124;2693;68;;64226841;0.131;-0.995;0.08;1.9;-2.3;0.8;-1346.5;290;-63;-4.2;-7.8;355.4;102006;0;3;4;46;43;24.44;41.33;0;0.006816;
2;1;2125;2694;68;;64226841;0.135;-0.993;0.081;1.7;-3.2;1.1;-1346.5;300.5;-69;-4.2;-7.8;355.4;102006;0;3;4;46;43;24.42;41.33;0.127;0.005964;
2;1;2126;2695;68;;64226841;0.134;-0.995;0.08;1.4;-3.7;0.8;-1354;294.5;-58.5;-4.2;-7.8;355.4;102006;0;3;4;46;43;24.42;41.33;0.127;0.005964;
2;1;2127;2696;68;;64226841;0.133;-0.996;0.077;1.2;-4.5;0.6;-1348;294.5;-60;-4.2;-7.7;355.4;102006;0;3;4;46;43;24.42;41.33;0.127;0.005964;
2;1;2128;2697;68;;64226842;0.136;-0.996;0.074;1.2;-4.9;0.7;-1343.5;294.5;-67.5;-4.2;-7.7;355.4;102006;0;3;4;46;43;24.42;41.33;0.127;0.005964;
2;1;2129;2698;68;;64226842;0.141;-0.997;0.073;1.1;-4.9;0.5;-1346.5;293;-69;-4.2;-7.7;355.3;102006;0;3;4;46;43;24.42;41.33;0.127;0.005964;
2;1;2130;2699;68;;64226842;0.141;-0.996;0.071;1.3;-4.2;0.3;-1340.5;288.5;-60;-4.2;-7.7;355.3;102006;0;3;4;46;43;24.42;41.33;0.127;0.005964;
2;1;2131;2700;69;;64227182;0.14;-0.991;0.072;1.3;-3.6;0.4;-1351;293;-61.5;-4.2;-7.7;355.3;102005;0;3;4;44;42;24.42;41.33;0.1905;0.005964;
2;1;2132;2701;69;;64227183;0.14;-0.998;0.071;1.3;-3.1;0.5;-1345;291.5;-67.5;-4.2;-7.7;355.3;102005;0;3;4;44;42;24.42;41.33;0.1905;0.005964;
2;1;2133;2702;69;;64227184;0.138;-1.002;0.071;1.3;-2.7;0.7;-1345;296;-60;-4.1;-7.7;355.3;102005;0;3;4;44;42;24.42;41.33;0.1905;0.005964;
2;1;2134;2703;69;;64227184;0.133;-0.998;0.072;1.6;-2.2;1.1;-1348;288.5;-61.5;-4.1;-7.7;355.3;102005;0;3;4;44;42;24.42;41.33;0.1905;0.005964;
2;1;2135;2704;69;;64227185;0.129;-0.992;0.072;2.2;-2.1;1.6;-1352.5;293;-66;-4.1;-7.6;355.3;102005;0;3;4;44;42;24.42;41.33;0.1905;0.005964;
2;1;2136;2705;69;;64227186;0.127;-0.994;0.072;2.1;-2;2.4;-1345;290;-63;-4.1;-7.6;355.3;102007;0;3;4;44;42;24.44;41.32;0;0.003408;
2;1;2137;2706;69;;64227187;0.128;-0.996;0.073;2;-2.2;3;-1343.5;288.5;-60;-4.1;-7.5;355.3;102007;0;3;4;44;42;24.44;41.32;0;0.003408;
2;1;2138;2707;69;;64227187;0.127;-0.999;0.074;2.1;-2;3.2;-1346.5;288.5;-61.5;-4.1;-7.4;355.3;102007;0;3;4;44;42;24.44;41.32;0;0.003408;
2;1;2139;2708;69;;64227188;0.125;-1.001;0.074;2.5;-2.2;2.8;-1340.5;285.5;-66;-4.1;-7.4;355.3;102007;0;3;4;44;42;24.44;41.32;0;0.003408;
2;1;2140;2709;69;;64227188;0.128;-0.999;0.074;2.5;-2;1.6;-1342;284;-66;-4.2;-7.3;355.3;102003;0;3;4;44;42;24.44;41.32;0;0.00426;
2;1;2141;2710;69;;64227189;0.126;-1.004;0.072;2.6;-2;1.1;-1343.5;285.5;-69;-4.2;-7.3;355.4;102003;0;3;4;44;42;24.44;41.32;0;0.00426;
2;1;2142;2711;69;;64227189;0.128;-1.001;0.071;2.2;-1.7;-0.1;-1345;290;-67.5;-4.2;-7.2;355.4;102003;0;3;4;44;42;24.44;41.32;0;0.00426;
2;1;2143;2712;69;;64227190;0.13;-1;0.071;2.1;-1.3;-0.8;-1342;290;-63;-4.2;-7.2;355.4;102003;0;3;4;44;42;24.44;41.32;0;0.00426;
2;1;2144;2713;69;;64227191;0.13;-1.001;0.07;2.2;-0.7;-1.5;-1349.5;291.5;-67.5;-4.2;-7.2;355.4;102003;0;3;4;44;42;24.44;41.32;0;0.00426;
2;1;2145;2714;69;;64227192;0.128;-0.998;0.073;2.3;-0.2;-2;-1349.5;281;-61.5;-4.2;-7.3;355.5;102003;0;3;4;44;42;24.44;41.32;0;0.00426;
2;1;2146;2715;70;;64227450;0.128;-0.996;0.073;2.1;0.2;-1.8;-1346.5;290;-67.5;-4.2;-7.3;355.5;102004;0;3;4;44;42;24.39;41.33;0.1905;0.005964;
2;1;2147;2716;70;;64227451;0.129;-0.992;0.072;2;0.4;-1.4;-1349.5;290;-63;-4.2;-7.3;355.6;102004;0;3;4;44;42;24.39;41.33;0.1905;0.005964;
2;1;2148;2717;70;;64227451;0.131;-1.002;0.073;1.6;0.5;-0.9;-1346.5;287;-66;-4.2;-7.3;355.6;102004;0;3;4;44;42;24.39;41.33;0.1905;0.005964;
2;1;2149;2718;70;;64227452;0.126;-0.997;0.073;1.8;0.5;-0.9;-1345;287;-60;-4.2;-7.4;355.7;102004;0;3;4;44;42;24.39;41.33;0.1905;0.005964;
2;1;2150;2719;70;;64227452;0.127;-0.999;0.072;2.4;0;-1.5;-1342;296;-61.5;-4.2;-7.4;355.8;102004;0;3;4;44;42;24.39;41.33;0.1905;0.005964;
2;1;2151;2720;70;;64227453;0.128;-0.998;0.073;2.4;-0.2;-1.5;-1337.5;288.5;-73.5;-4.2;-7.4;355.8;102006;0;3;4;44;42;24.39;41.33;0.1905;0.00426;
2;1;2152;2721;70;;64227453;0.13;-0.999;0.072;2.5;-0.2;-1.5;-1351;287;-63;-4.2;-7.4;355.9;102006;0;3;4;44;42;24.39;41.33;0.1905;0.00426;
2;1;2153;2722;70;;64227453;0.132;-1;0.072;2.8;-0.2;-1.8;-1346.5;288.5;-61.5;-4.2;-7.4;355.9;102006;0;3;4;44;42;24.39;41.33;0.1905;0.00426;
2;1;2154;2723;70;;64227454;0.136;-0.999;0.071;2.8;0;-2.2;-1343.5;287;-61.5;-4.2;-7.4;356;102006;0;3;4;44;42;24.39;41.33;0.1905;0.00426;
2;1;2155;2724;70;;64227454;0.133;-0.996;0.073;2.9;0.2;-2.7;-1351;294.5;-66;-4.2;-7.5;356;102005;0;3;4;44;41;24.43;41.3;0.0635;0.00426;
2;1;2156;2725;70;;64227455;0.136;-0.988;0.074;2.7;0.3;-3;-1346.5;291.5;-63;-4.2;-7.5;356;102005;0;3;4;44;41;24.43;41.3;0.0635;0.00426;
2;1;2157;2726;70;;64227455;0.136;-0.99;0.073;2.4;0.5;-2.8;-1352.5;288.5;-70.5;-4.3;-7.6;356.1;102005;0;3;4;44;41;24.43;41.3;0.0635;0.00426;
2;1;2158;2727;70;;64227456;0.133;-0.988;0.075;2.3;0.6;-1.6;-1346.5;291.5;-66;-4.3;-7.6;356.2;102005;0;3;4;44;41;24.43;41.3;0.0635;0.00426;
2;1;2159;2728;70;;64227456;0.134;-0.986;0.075;2.3;0.7;0;-1340.5;291.5;-72;-4.3;-7.6;356.2;102005;0;3;4;44;41;24.43;41.3;0.0635;0.00426;
2;1;2160;2729;70;;64227457;0.135;-0.995;0.077;2.3;0.8;1.4;-1348;293;-60;-4.3;-7.6;356.3;102005;0;3;4;44;41;24.43;41.3;0.0635;0.00426;
2;1;2161;2730;71;;64227749;0.136;-0.991;0.075;2.4;0.5;1.4;-1345;291.5;-67.5;-4.3;-7.6;356.3;102004;0;3;4;44;41;24.43;41.3;0.0635;0.006816;
2;1;2162;2731;71;;64227749;0.134;-0.994;0.079;2.3;0.5;1.3;-1345;288.5;-73.5;-4.3;-7.6;356.4;102004;0;3;4;44;41;24.43;41.3;0.0635;0.006816;
2;1;2163;2732;71;;64227750;0.128;-0.997;0.077;2.3;0.4;1.4;-1345;291.5;-70.5;-4.4;-7.6;356.5;102004;0;3;4;44;41;24.43;41.3;0.0635;0.006816;
2;1;2164;2733;71;;64227750;0.128;-0.996;0.077;2.5;0.5;1.8;-1351;291.5;-69;-4.4;-7.5;356.5;102004;0;3;4;44;41;24.43;41.3;0.0635;0.006816;
2;1;2165;2734;71;;64227751;0.13;-1.005;0.078;2.5;0.4;1.2;-1345;288.5;-75;-4.4;-7.5;356.6;102004;0;3;4;44;41;24.43;41.3;0.0635;0.006816;
2;1;2166;2735;71;;64227751;0.13;-1.007;0.08;2.8;0.8;0.4;-1348;290;-73.5;-4.4;-7.4;356.6;102004;0;3;4;44;41;24.41;41.27;0.0635;0.005112;
2;1;2167;2736;71;;64227752;0.126;-0.997;0.083;3.7;1.3;-0.3;-1346.5;285.5;-75;-4.5;-7.4;356.7;102004;0;3;4;44;41;24.41;41.27;0.0635;0.005112;
2;1;2168;2737;71;;64227752;0.123;-0.995;0.085;3.7;1.5;-0.5;-1348;287;-73.5;-4.5;-7.4;356.8;102004;0;3;4;44;41;24.41;41.27;0.0635;0.005112;
2;1;2169;2738;71;;64227753;0.12;-0.99;0.088;3.3;1.2;-0.6;-1348;287;-67.5;-4.5;-7.4;356.9;102004;0;3;4;44;41;24.41;41.27;0.0635;0.005112;
2;1;2170;2739;71;;64227753;0.119;-0.991;0.089;2.6;0.7;-0.5;-1343.5;288.5;-73.5;-4.6;-7.3;356.9;102003;0;3;4;44;41;24.41;41.27;0.254;0.00426;
2;1;2171;2740;71;;64227754;0.119;-0.993;0.09;2.2;0;-0.8;-1346.5;287;-84;-4.7;-7.3;357;102003;0;3;4;44;41;24.41;41.27;0.254;0.00426;
2;1;2172;2741;71;;64227754;0.12;-0.995;0.089;1.7;-0.6;-0.8;-1348;288.5;-75;-4.7;-7.3;357;102003;0;3;4;44;41;24.41;41.27;0.254;0.00426;
2;1;2173;2742;71;;64227755;0.12;-0.99;0.085;1.8;-1.2;-0.6;-1349.5;297.5;-70.5;-4.7;-7.2;357.1;102003;0;3;4;44;41;24.41;41.27;0.254;0.00426;
2;1;2174;2743;71;;64227755;0.128;-0.998;0.079;1.5;-1.5;-0.4;-1339;282.5;-76.5;-4.7;-7.2;357.1;102003;0;3;4;44;41;24.41;41.27;0.254;0.00426;
2;1;2175;2744;71;;64227756;0.133;-0.997;0.078;1.6;-1.1;-0.6;-1345;287;-73.5;-4.8;-7.2;357.2;102003;0;3;4;44;41;24.41;41.27;0.254;0.00426;
2;1;2176;2745;72;;64228041;0.137;-0.998;0.074;1.4;-0.6;-0.9;-1346.5;290;-69;-4.7;-7.2;357.2;102005;0;3;4;44;41;24.41;41.32;0.127;0.00426;
2;1;2177;2746;72;;64228042;0.14;-0.998;0.074;1.5;0.3;-1.5;-1345;294.5;-73.5;-4.7;-7.2;357.2;102005;0;3;4;44;41;24.41;41.32;0.127;0.00426;
2;1;2178;2747;72;;64228042;0.141;-0.994;0.076;2;1.2;-2;-1349.5;293;-73.5;-4.7;-7.3;357.3;102005;0;3;4;44;41;24.41;41.32;0.127;0.00426;
2;1;2179;2748;72;;64228042;0.139;-0.993;0.077;1.7;2.2;-1.8;-1337.5;285.5;-78;-4.6;-7.4;357.3;102005;0;3;4;44;41;24.41;41.32;0.127;0.00426;
2;1;2180;2749;72;;64228043;0.138;-0.991;0.081;1.5;2.8;-1.5;-1348;290;-78;-4.6;-7.4;357.4;102005;0;3;4;44;41;24.41;41.32;0.127;0.00426;
2;1;2181;2750;72;;64228043;0.135;-0.993;0.085;1.4;3;-0.7;-1339;297.5;-81;-4.6;-7.5;357.5;102009;0;3;4;44;42;24.41;41.32;0.0635;0.005964;
2;1;2182;2751;72;;64228043;0.131;-0.995;0.086;1.3;3.6;0.3;-1346.5;287;-76.5;-4.6;-7.5;357.6;102009;0;3;4;44;42;24.41;41.32;0.0635;0.005964;
2;1;2183;2752;72;;64228043;0.128;-0.989;0.087;1.4;3.4;1.7;-1349.5;285.5;-78;-4.6;-7.5;357.7;102009;0;3;4;44;42;24.41;41.32;0.0635;0.005964;
2;1;2184;2753;72;;64228044;0.122;-0.99;0.089;1.4;3.1;2.6;-1352.5;288.5;-75;-4.6;-7.4;357.8;102009;0;3;4;44;42;24.41;41.32;0.0635;0.005964;
2;1;2185;2754;72;;64228044;0.12;-0.989;0.092;0.9;2.4;4;-1346.5;290;-79.5;-4.7;-7.3;357.9;102005;0;3;4;44;42;24.41;41.3;0.0635;0.003408;
