User;Actoin;real data;ElapsedRealTime;ElapsedRealTimeFromStart;DateTime;Sample Number;ACC X (g);ACC Y (g);ACC Z (g);GYRO X (dps);GYRO Y (dps);GYRO Z (dps);MAGN X (mGs);MAGN Y (mGs);MAGN Z (mGs);ROLL (°);PITCH (°);YAW (°);PRESSURE (Pa);ADHERENCE (on/off);BLUE BAD (?);BLUE GOOD (?);Y (?);X (?);HUMIDITY (%);TEMP (°C);UV A (W/m^2);UV B (W/m^2);UserRealmObject Feedback Tags
4;4;6658;8261;184;;65005174;-0.036;-0.89;0.066;-3;-19.9;10.3;-1321;258.5;-336;5.8;-6.1;3.7;101958;0;0;1;14;15;25.38;36.12;0.1905;0.00426;
4;4;6659;8262;184;;65005175;-0.004;-0.889;0.069;-0.1;-18.1;9.3;-1319.5;264.5;-328.5;5.9;-5.9;3.4;101958;0;0;1;14;15;25.38;36.12;0.1905;0.00426;
4;4;6660;8263;184;;65005175;0;-0.852;0.07;2.2;-15;6.5;-1318;258.5;-328.5;6;-5.7;3.2;101958;0;0;1;14;15;25.38;36.12;0.1905;0.00426;
4;4;6661;8264;184;;65005176;0.001;-0.83;0.066;2.7;-11.5;6.4;-1318;260;-334.5;6.1;-5.5;3;101958;0;0;1;14;15;25.38;36.12;0.1905;0.00426;
4;4;6662;8265;185;;65005447;-0.009;-0.777;0.064;2.7;-8.5;6;-1313.5;255.5;-331.5;6.1;-5.4;2.8;101959;0;0;1;14;15;25.38;36.12;0;0.00426;
4;4;6663;8266;185;;65005447;-0.01;-0.775;0.07;-1.2;-5.8;5.8;-1313.5;254;-334.5;6.2;-5.2;2.7;101959;0;0;1;14;15;25.38;36.12;0;0.00426;
4;4;6664;8267;185;;65005447;-0.001;-0.833;0.075;-2;-3.7;4.8;-1322.5;254;-328.5;6.2;-5.1;2.7;101959;0;0;1;14;15;25.38;36.12;0;0.00426;
4;4;6665;8268;185;;65005448;0.003;-0.838;0.079;-0.2;-1.5;3.1;-1315;260;-334.5;6.2;-5;2.7;101959;0;0;1;14;15;25.38;36.12;0;0.00426;
4;4;6666;8269;185;;65005448;0.012;-0.879;0.091;1;0.8;1.4;-1310.5;254;-333;6.3;-4.9;2.8;101959;0;0;1;14;15;25.38;36.12;0;0.00426;
4;4;6667;8270;185;;65005448;0.024;-0.928;0.1;2.7;2;0.8;-1313.5;258.5;-336;6.3;-4.9;2.8;101959;0;1;1;15;16;25.36;36.15;0;0.00426;
4;4;6668;8271;185;;65005448;0.019;-0.903;0.102;3.6;2.8;-0.1;-1319.5;260;-336;6.3;-4.9;3;101959;0;1;1;15;16;25.36;36.15;0;0.00426;
4;4;6669;8272;185;;65005449;0.01;-0.91;0.101;0.4;2.4;-0.3;-1315;251;-331.5;6.4;-4.9;3.1;101959;0;1;1;15;16;25.36;36.15;0;0.00426;
4;4;6670;8273;185;;65005449;0.001;-0.929;0.099;-3.1;1.8;-0.3;-1303;254;-339;6.4;-4.9;3.2;101959;0;1;1;15;16;25.36;36.15;0;0.00426;
4;4;6671;8274;185;;65005449;-0.007;-0.918;0.095;-3.9;1.7;0.7;-1312;254;-340.5;6.5;-4.9;3.4;101955;0;1;1;15;16;25.36;36.15;0;0.002556;
4;4;6672;8275;185;;65005449;-0.012;-0.977;0.095;-3.6;2.1;2.7;-1312;251;-337.5;6.5;-4.8;3.5;101955;0;1;1;15;16;25.36;36.15;0;0.002556;
4;4;6673;8276;185;;65005449;-0.017;-0.935;0.091;-0.9;2.3;2.8;-1304.5;263;-339;6.6;-4.8;3.7;101955;0;1;1;15;16;25.36;36.15;0;0.002556;
4;4;6674;8277;185;;65005450;-0.021;-0.979;0.092;-1.6;2;3.9;-1309;257;-343.5;6.6;-4.7;4;101955;0;1;1;15;16;25.36;36.15;0;0.002556;
4;4;6675;8278;185;;65005450;-0.032;-0.986;0.087;-3.1;1.6;5.1;-1313.5;249.5;-342;6.6;-4.6;4.2;101955;0;1;1;15;16;25.36;36.15;0;0.002556;
4;4;6676;8279;185;;65005450;-0.032;-1.064;0.095;-5.5;1.5;9;-1301.5;252.5;-333;6.6;-4.4;4.5;101955;0;1;1;15;16;25.36;36.15;0;0.002556;
4;4;6677;8280;186;;65005757;-0.016;-1.117;0.101;-4.6;2.3;8.7;-1307.5;255.5;-337.5;6.5;-4.2;5;101959;0;1;1;15;16;25.4;36.13;0.1905;0.003408;
4;4;6678;8281;186;;65005758;-0.019;-1.178;0.108;3.9;5.8;0.6;-1301.5;251;-337.5;6.4;-4.1;5.2;101959;0;1;1;15;16;25.4;36.13;0.1905;0.003408;
4;4;6679;8282;186;;65005758;-0.017;-1.19;0.116;5.9;8;-4.1;-1294;255.5;-340.5;6.5;-4.1;5.4;101959;0;1;1;15;16;25.4;36.13;0.1905;0.003408;
4;4;6680;8283;186;;65005759;-0.042;-1.231;0.12;5.2;9.9;-8.4;-1300;252.5;-339;6.5;-4.2;5.6;101959;0;1;1;15;16;25.4;36.13;0.1905;0.003408;
4;4;6681;8284;186;;65005759;-0.015;-1.266;0.126;5.4;10.5;-13.6;-1300;257;-337.5;6.4;-4.4;5.9;101959;0;1;1;15;16;25.4;36.13;0.1905;0.003408;
4;4;6682;8285;186;;65005760;-0.009;-1.385;0.132;3.8;11.3;-17.4;-1301.5;254;-345;6.3;-4.6;6.2;101957;0;1;1;15;16;25.4;36.13;0.0635;0.001704;
4;4;6683;8286;186;;65005761;-0.021;-1.39;0.118;6.5;12.3;-17.9;-1306;248;-349.5;6.2;-5;6.5;101957;0;1;1;15;16;25.4;36.13;0.0635;0.001704;
4;4;6684;8287;186;;65005761;-0.056;-1.278;0.102;8.5;13.1;-15;-1303;263;-346.5;6.1;-5.3;6.8;101957;0;1;1;15;16;25.4;36.13;0.0635;0.001704;
4;4;6685;8288;186;;65005762;-0.092;-1.174;0.074;4.5;11.9;-9.6;-1300;263;-352.5;6;-5.6;7.1;101957;0;1;1;15;16;25.4;36.13;0.0635;0.001704;
4;4;6686;8289;186;;65005762;-0.11;-1.066;0.036;-3;6;-5;-1298.5;257;-357;6.1;-5.8;7.4;101957;0;1;1;15;16;25.34;36.15;0.127;0.003408;
4;4;6687;8290;186;;65005763;-0.103;-1.045;0.024;-4.3;4.1;-5.3;-1301.5;263;-352.5;6;-6;7.6;101957;0;1;1;15;16;25.34;36.15;0.127;0.003408;
4;4;6688;8291;186;;65005764;-0.058;-1.026;0.006;-3.4;0.9;-8.8;-1295.5;264.5;-351;6.1;-6.2;7.8;101957;0;1;1;15;16;25.34;36.15;0.127;0.003408;
4;4;6689;8292;186;;65005764;-0.025;-1.003;-0.014;-1.1;1.4;-10.1;-1303;263;-349.5;6.1;-6.3;8;101957;0;1;1;15;16;25.34;36.15;0.127;0.003408;
4;4;6690;8293;186;;65005765;-0.022;-0.934;-0.021;-1.6;3.9;-5.6;-1301.5;267.5;-354;6.3;-6.4;8.2;101957;0;1;1;15;16;25.34;36.15;0.127;0.003408;
4;4;6691;8294;186;;65005765;-0.027;-0.969;-0.021;-2.8;6.6;1;-1294;257;-351;6.3;-6.5;8.4;101957;0;1;1;15;16;25.34;36.15;0.127;0.003408;
4;4;6692;8295;187;;65006047;-0.031;-0.968;-0.015;-2.3;9;5.5;-1298.5;261.5;-349.5;6.4;-6.5;8.5;101959;0;1;1;16;16;25.34;36.15;0.1905;0.003408;
4;4;6693;8296;187;;65006047;-0.045;-0.947;-0.006;-1.1;10.3;7.1;-1292.5;263;-357;6.4;-6.5;8.8;101959;0;1;1;16;16;25.34;36.15;0.1905;0.003408;
4;4;6694;8297;187;;65006047;-0.048;-0.918;0;0.7;10;6.2;-1294;263;-345;6.4;-6.4;9.1;101959;0;1;1;16;16;25.34;36.15;0.1905;0.003408;
4;4;6695;8298;187;;65006048;-0.052;-0.903;0.01;2.2;9.7;4.7;-1286.5;260;-348;6.4;-6.3;9.4;101959;0;1;1;16;16;25.34;36.15;0.1905;0.003408;
4;4;6696;8299;187;;65006048;-0.055;-0.856;0.02;3.5;9.2;2.9;-1289.5;266;-345;6.4;-6.2;9.7;101959;0;1;1;16;16;25.34;36.15;0.1905;0.003408;
4;4;6697;8300;187;;65006048;-0.054;-0.798;0.029;4.9;8.9;1.5;-1286.5;257;-351;6.4;-6.2;9.9;101958;0;1;1;16;16;25.33;36.1;0.1905;0.005964;
4;4;6698;8301;187;;65006048;-0.062;-0.774;0.039;5.9;8.7;1.2;-1286.5;266;-345;6.3;-6.1;10.2;101958;0;1;1;16;16;25.33;36.1;0.1905;0.005964;
4;4;6699;8302;187;;65006048;-0.073;-0.75;0.046;5.3;6.5;2.3;-1283.5;269;-354;6.2;-6.1;10.4;101958;0;1;1;16;16;25.33;36.1;0.1905;0.005964;
4;4;6700;8303;187;;65006049;-0.088;-0.771;0.045;1.3;3.5;2.1;-1285;263;-351;6.2;-6.1;10.6;101958;0;1;1;16;16;25.33;36.1;0.1905;0.005964;
4;4;6701;8304;187;;65006049;-0.09;-0.828;0.041;-0.4;0.8;2.9;-1279;267.5;-354;6.2;-6;10.8;101964;0;1;1;16;16;25.33;36.1;0.127;0.003408;
4;4;6702;8305;187;;65006049;-0.112;-0.841;0.025;-0.2;-1.5;4;-1282;269;-351;6.2;-5.9;10.9;101964;0;1;1;16;16;25.33;36.1;0.127;0.003408;
4;4;6703;8306;187;;65006049;-0.097;-0.898;0.018;0.5;-2.2;7.2;-1285;263;-349.5;6.2;-5.8;11;101964;0;1;1;16;16;25.33;36.1;0.127;0.003408;
4;4;6704;8307;187;;65006049;-0.089;-0.98;0.022;0.4;-2.1;8.3;-1279;257;-348;6.3;-5.7;11;101964;0;1;1;16;16;25.33;36.1;0.127;0.003408;
4;4;6705;8308;187;;65006050;-0.094;-0.994;0.011;4.1;-0.9;7;-1273;263;-349.5;6.2;-5.6;11.1;101964;0;1;1;16;16;25.33;36.1;0.127;0.003408;
4;4;6706;8309;187;;65006050;-0.101;-0.928;0.013;5.8;0;4.4;-1270;264.5;-354;6.2;-5.4;11.2;101964;0;1;1;16;16;25.33;36.1;0.127;0.003408;
4;4;6707;8310;188;;65006346;-0.127;-0.939;0.014;2.3;-0.6;3.1;-1268.5;263;-361.5;6.2;-5.3;11.2;101960;0;1;1;16;16;25.35;36.08;0.0635;0.005112;
4;4;6708;8311;188;;65006347;-0.144;-0.926;0.012;-1.1;-3.9;4.1;-1273;266;-355.5;6.2;-5.2;11.3;101960;0;1;1;16;16;25.35;36.08;0.0635;0.005112;
4;4;6709;8312;188;;65006347;-0.137;-0.974;0.011;-3.7;-8.3;5.5;-1280.5;264.5;-348;6.3;-5.1;11.3;101960;0;1;1;16;16;25.35;36.08;0.0635;0.005112;
4;4;6710;8313;188;;65006347;-0.124;-0.999;0.009;-2.7;-15.4;3.6;-1265.5;266;-357;6.3;-5;11.1;101960;0;1;1;16;16;25.35;36.08;0.0635;0.005112;
4;4;6711;8314;188;;65006347;-0.095;-0.99;0.012;0;-18.9;3.4;-1274.5;266;-358.5;6.4;-4.8;11;101960;0;1;1;16;16;25.35;36.08;0.0635;0.005112;
4;4;6712;8315;188;;65006347;-0.092;-1.016;0.011;1.3;-20.5;4;-1270;261.5;-360;6.2;-4.5;11.2;101956;0;1;1;16;16;25.35;36.08;0.0635;0.002556;
4;4;6713;8316;188;;65006347;-0.093;-0.974;0.012;3.9;-21.3;2.3;-1268.5;261.5;-352.5;6.1;-4.3;11;101956;0;1;1;16;16;25.35;36.08;0.0635;0.002556;
4;4;6714;8317;188;;65006347;-0.075;-1.032;0.025;4.6;-22.2;-2.2;-1274.5;261.5;-354;6.1;-4.2;10.8;101956;0;1;1;16;16;25.35;36.08;0.0635;0.002556;
4;4;6715;8318;188;;65006348;-0.064;-1.057;0.036;5.2;-23.8;-9.3;-1280.5;261.5;-352.5;6.1;-4.2;10.5;101956;0;1;1;16;16;25.35;36.08;0.0635;0.002556;
4;4;6716;8319;188;;65006348;-0.058;-1.066;0.038;4.5;-25.6;-13.5;-1279;269;-351;6.1;-4.3;10.1;101954;0;1;1;16;16;25.35;36.1;0.3175;0.001704;
4;4;6717;8320;188;;65006348;-0.054;-0.991;0.03;3.6;-26.4;-13.7;-1276;264.5;-349.5;6;-4.4;9.8;101954;0;1;1;16;16;25.35;36.1;0.3175;0.001704;
4;4;6718;8321;188;;65006348;-0.043;-0.982;0.032;3.2;-25.7;-10.9;-1288;269;-349.5;6;-4.6;9.3;101954;0;1;1;16;16;25.35;36.1;0.3175;0.001704;
4;4;6719;8322;188;;65006348;-0.031;-0.981;0.038;4.4;-24.3;-8.4;-1283.5;267.5;-349.5;6;-4.7;9;101954;0;1;1;16;16;25.35;36.1;0.3175;0.001704;
4;4;6720;8323;188;;65006348;-0.017;-0.98;0.045;4.8;-22.4;-7.2;-1294;273.5;-352.5;5.9;-4.8;8.7;101954;0;1;1;16;16;25.35;36.1;0.3175;0.001704;
4;4;6721;8324;188;;65006348;0;-1.024;0.062;6.2;-20.2;-9.3;-1300;263;-346.5;5.8;-4.9;8.3;101954;0;1;1;16;16;25.35;36.1;0.3175;0.001704;
4;4;6722;8325;189;;65006656;-0.001;-1.011;0.068;7.1;-18.8;-9.6;-1301.5;273.5;-340.5;5.8;-5;8.1;101955;0;1;1;16;16;25.35;36.1;0;0.001704;
4;4;6723;8326;189;;65006657;-0.006;-0.987;0.067;6.8;-17.1;-7;-1303;269;-346.5;5.7;-5.1;7.8;101955;0;1;1;16;16;25.35;36.1;0;0.001704;
4;4;6724;8327;189;;65006657;-0.011;-0.973;0.069;5.8;-15.1;-2.9;-1306;272;-348;5.4;-5.1;7.8;101955;0;1;1;16;16;25.35;36.1;0;0.001704;
4;4;6725;8328;189;;65006658;-0.005;-0.988;0.072;3.9;-13.3;-0.2;-1307.5;275;-348;5.3;-5.1;7.7;101955;0;1;1;16;16;25.35;36.1;0;0.001704;
4;4;6726;8329;189;;65006659;-0.01;-0.981;0.077;2;-11.7;-0.9;-1307.5;275;-346.5;5.3;-5.1;7.6;101955;0;1;1;16;16;25.35;36.1;0;0.001704;
4;4;6727;8330;189;;65006659;-0.01;-1.005;0.076;1.7;-10.4;-1.4;-1304.5;273.5;-348;5;-5;7.8;101953;0;1;1;16;16;25.35;36.07;0.1905;0.00426;
4;4;6728;8331;189;;65006660;-0.006;-1.01;0.08;2.1;-9.2;-2.4;-1312;272;-348;4.9;-4.9;7.8;101953;0;1;1;16;16;25.35;36.07;0.1905;0.00426;
4;4;6729;8332;189;;65006660;-0.012;-1.032;0.08;1.3;-8.5;-2.7;-1303;272;-342;4.3;-4.6;8.5;101953;0;1;1;16;16;25.35;36.07;0.1905;0.00426;
4;4;6730;8333;189;;65006661;-0.02;-1.001;0.077;0;-7.9;-1.3;-1307.5;266;-340.5;4;-4.4;8.8;101953;0;1;1;16;16;25.35;36.07;0.1905;0.00426;
4;4;6731;8334;189;;65006661;-0.021;-0.999;0.077;-3;-7.6;1.3;-1304.5;270.5;-345;4.1;-4.4;8.8;101956;0;1;1;16;16;25.35;36.07;0.127;0.000852;
4;4;6732;8335;189;;65006662;-0.024;-1.041;0.076;-4.3;-8.2;0.9;-1310.5;270.5;-345;3.8;-4.2;9.1;101956;0;1;1;16;16;25.35;36.07;0.127;0.000852;
4;4;6733;8336;189;;65006662;-0.023;-1.029;0.073;-3.9;-9.6;-2;-1315;273.5;-345;3.1;-3.7;9.8;101956;0;1;1;16;16;25.35;36.07;0.127;0.000852;
4;4;6734;8337;189;;65006663;-0.015;-1.043;0.073;-3.3;-10.9;-5.4;-1312;263;-342;3.2;-3.7;9.8;101956;0;1;1;16;16;25.35;36.07;0.127;0.000852;
4;4;6735;8338;189;;65006663;-0.011;-1.026;0.068;-1.6;-11.6;-8.2;-1306;269;-342;3.2;-3.7;9.8;101956;0;1;1;16;16;25.35;36.07;0.127;0.000852;
4;4;6736;8339;189;;65006664;-0.005;-1.004;0.064;-0.5;-11.8;-8.6;-1313.5;275;-348;3.2;-3.8;9.7;101956;0;1;1;16;16;25.35;36.07;0.127;0.000852;
4;4;6737;8340;190;;65006956;0;-0.985;0.062;0;-11.4;-7.6;-1313.5;272;-346.5;3.2;-3.9;9.6;101957;0;1;1;16;16;25.33;36.05;0;0;
4;4;6738;8341;190;;65006957;0.011;-0.987;0.059;0.2;-10.3;-6.1;-1316.5;263;-345;2.7;-3.7;10;101957;0;1;1;16;16;25.33;36.05;0;0;
4;4;6739;8342;190;;65006958;0.021;-0.96;0.058;0.9;-8.5;-5.5;-1316.5;270.5;-336;2.6;-3.7;10.1;101957;0;1;1;16;16;25.33;36.05;0;0;
4;4;6740;8343;190;;65006958;0.026;-0.962;0.059;0.8;-6.7;-4.4;-1310.5;279.5;-330;2.6;-3.8;10.1;101957;0;1;1;16;16;25.33;36.05;0;0;
4;4;6741;8344;190;;65006959;0.015;-0.969;0.065;1.1;-3.1;-0.8;-1316.5;276.5;-333;2.6;-3.8;10.1;101957;0;1;1;16;16;25.33;36.05;0;0;
4;4;6742;8345;190;;65006959;0.007;-0.961;0.062;1.5;-2.3;1.1;-1321;279.5;-339;2.6;-3.8;10.1;101954;0;1;1;16;16;25.33;36.05;0.1905;0.002556;
4;4;6743;8346;190;;65006960;-0.003;-0.952;0.064;1.8;-0.2;6.5;-1324;272;-340.5;2.6;-3.7;10.2;101954;0;1;1;16;16;25.33;36.05;0.1905;0.002556;
4;4;6744;8347;190;;65006961;-0.01;-0.962;0.064;1.3;-0.2;6.5;-1319.5;270.5;-340.5;2.7;-3.7;10.3;101954;0;1;1;16;16;25.33;36.05;0.1905;0.002556;
4;4;6745;8348;190;;65006961;-0.002;-1.031;0.073;1.3;0.1;4.8;-1316.5;270.5;-336;2.7;-3.6;10.4;101954;0;1;1;16;16;25.33;36.05;0.1905;0.002556;
4;4;6746;8349;190;;65006962;-0.002;-1.037;0.068;1.6;0.7;2.3;-1307.5;272;-339;2.7;-3.5;10.5;101954;0;1;1;16;16;25.35;36.07;0.0635;0.002556;
4;4;6747;8350;190;;65006962;-0.006;-1.053;0.065;0.6;2;1.5;-1315;267.5;-339;2.7;-3.4;10.7;101954;0;1;1;16;16;25.35;36.07;0.0635;0.002556;
4;4;6748;8351;190;;65006963;-0.024;-1.053;0.06;-2.8;2.6;1.8;-1316.5;266;-340.5;2.7;-3.3;10.9;101954;0;1;1;16;16;25.35;36.07;0.0635;0.002556;
4;4;6749;8352;190;;65006963;-0.027;-1.063;0.05;-6;2.8;4.4;-1310.5;269;-334.5;2.8;-3.2;11;101954;0;1;1;16;16;25.35;36.07;0.0635;0.002556;
4;4;6750;8353;190;;65006964;-0.024;-1.035;0.047;-4.9;3.6;4.7;-1312;278;-336;2.9;-3.2;11.2;101954;0;1;1;16;16;25.35;36.07;0.0635;0.002556;
4;4;6751;8354;190;;65006964;-0.027;-1.032;0.04;-5.9;4.4;3.1;-1306;264.5;-339;3.1;-3.1;11.4;101954;0;1;1;16;16;25.35;36.07;0.0635;0.002556;
4;4;6752;8355;191;;65007257;-0.025;-1.023;0.038;-4.6;4.7;0.4;-1312;264.5;-345;3.2;-3.1;11.6;101956;0;1;1;16;16;25.35;36.07;0;0.003408;
4;4;6753;8356;191;;65007258;-0.018;-1.017;0.036;-2.9;5.1;-1.9;-1304.5;273.5;-339;3.3;-3;11.9;101956;0;1;1;16;16;25.35;36.07;0;0.003408;
4;4;6754;8357;191;;65007258;-0.025;-0.981;0.031;-0.3;4.6;-2.3;-1303;260;-340.5;3.3;-2.9;12.2;101956;0;1;1;16;16;25.35;36.07;0;0.003408;
4;4;6755;8358;191;;65007259;-0.024;-0.963;0.029;-0.5;4;0;-1306;266;-334.5;3.2;-2.8;12.5;101956;0;1;1;16;16;25.35;36.07;0;0.003408;
4;4;6756;8359;191;;65007259;-0.012;-0.993;0.032;-0.4;3.8;2.1;-1306;264.5;-345;3.2;-2.8;12.7;101956;0;1;1;16;16;25.35;36.07;0;0.003408;
4;4;6757;8360;191;;65007260;-0.011;-1.005;0.032;0.5;3.5;1.4;-1303;642.5;-331.5;3.2;-2.8;12.9;101954;0;1;1;16;16;25.35;36.05;0.1905;0.003408;
4;4;6758;8361;191;;65007261;-0.016;-1.027;0.034;0.9;3.2;0.8;-1304.5;267.5;-331.5;3.2;-2.7;13.2;101954;0;1;1;16;16;25.35;36.05;0.1905;0.003408;
4;4;6759;8362;191;;65007261;-0.024;-1.018;0.036;1.1;2.8;0.6;-1306;260;-339;3;-2.5;13.5;101954;0;1;1;16;16;25.35;36.05;0.1905;0.003408;
4;4;6760;8363;191;;65007262;-0.029;-1.011;0.035;1.3;2.1;1.5;-1297;266;-337.5;2.8;-2.4;13.7;101954;0;1;1;16;16;25.35;36.05;0.1905;0.003408;
4;4;6761;8364;191;;65007262;-0.029;-1.017;0.038;1;1.4;2.8;-1298.5;258.5;-342;2.7;-2.2;13.9;101952;0;1;1;16;16;25.35;36.05;0;0.003408;
4;4;6762;8365;191;;65007263;-0.028;-1.009;0.036;0.5;0.4;2.8;-1303;267.5;-346.5;2.6;-2.1;14.1;101952;0;1;1;16;16;25.35;36.05;0;0.003408;
4;4;6763;8366;191;;65007263;-0.028;-1.001;0.037;0.7;-0.4;1.3;-1294;264.5;-342;2.5;-1.9;14.3;101952;0;1;1;16;16;25.35;36.05;0;0.003408;
4;4;6764;8367;191;;65007264;-0.026;-0.993;0.035;0.5;-1;0;-1301.5;260;-337.5;2.1;-1.6;14.6;101952;0;1;1;16;16;25.35;36.05;0;0.003408;
4;4;6765;8368;191;;65007264;-0.022;-0.999;0.037;0.6;-1.8;-1.4;-1297;263;-342;1.8;-1.3;14.9;101952;0;1;1;16;16;25.35;36.05;0;0.003408;
4;4;6766;8369;191;;65007264;-0.017;-1.002;0.041;1.2;-2.5;-2.1;-1298.5;261.5;-331.5;1.7;-1.2;15;101952;0;1;1;16;16;25.35;36.05;0;0.003408;
4;4;6767;8370;192;;65007556;-0.009;-0.985;0.04;1.8;-3.5;-2.5;-1300;263;-342;1.3;-1;15.2;101955;0;1;1;16;16;25.33;36.05;0;0.001704;
4;4;6768;8371;192;;65007557;-0.001;-0.98;0.038;1.6;-4.4;-3.5;-1294;267.5;-345;1;-0.9;15.4;101955;0;1;1;16;16;25.33;36.05;0;0.001704;
4;4;6769;8372;192;;65007558;0.021;-1.039;0.045;2.2;-4.7;-5.8;-1304.5;263;-337.5;0.9;-0.9;15.4;101955;0;1;1;16;16;25.33;36.05;0;0.001704;
4;4;6770;8373;192;;65007558;0.023;-1.04;0.049;3.3;-4.5;-9.1;-1295.5;264.5;-330;0.8;-1;15.5;101955;0;1;1;16;16;25.33;36.05;0;0.001704;
4;4;6771;8374;192;;65007560;0.021;-1.032;0.047;2.9;-4.5;-8.9;-1298.5;260;-342;0.8;-1.2;15.4;101955;0;1;1;16;16;25.33;36.05;0;0.001704;
4;1;6772;8375;192;;65007560;0.01;-1.009;0.049;4.4;-4.4;-6.5;-1306;264.5;-345;0.7;-1.3;15.4;101956;0;1;1;16;16;25.33;36.05;0.0635;0.002556;
4;1;6773;8376;192;;65007561;0.018;-1.007;0.048;2.3;-4.6;-2.4;-1306;263;-339;0.7;-1.4;15.4;101956;0;1;1;16;16;25.33;36.05;0.0635;0.002556;
4;1;6774;8377;192;;65007562;0.017;-1.006;0.047;2.1;-4.2;-1.2;-1298.5;264.5;-345;0.6;-1.5;15.5;101956;0;1;1;16;16;25.33;36.05;0.0635;0.002556;
4;1;6775;8378;192;;65007563;0.016;-1.015;0.046;1.9;-3.5;-2.3;-1298.5;266;-343.5;0.3;-1.5;15.6;101956;0;1;1;16;16;25.33;36.05;0.0635;0.002556;
4;1;6776;8379;192;;65007563;0.02;-1.015;0.045;1.6;-2;-5.4;-1301.5;263;-336;0.2;-1.5;15.7;101958;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6777;8380;192;;65007564;0.025;-1.018;0.047;1.4;-0.4;-6.9;-1301.5;269;-339;0.1;-1.5;15.8;101958;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6778;8381;192;;65007564;0.025;-1.002;0.045;2.2;1.2;-7.2;-1310.5;260;-342;0;-1.7;15.9;101958;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6779;8382;192;;65007565;0.023;-0.992;0.046;2.3;2.9;-5.9;-1300;261.5;-346.5;0;-1.7;16;101958;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6780;8383;192;;65007565;0.022;-1.004;0.049;2.2;4.1;-3.3;-1303;266;-331.5;-0.2;-1.8;16.2;101958;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6781;8384;192;;65007566;0.018;-0.998;0.051;2.1;4.6;-0.9;-1309;267.5;-343.5;-0.3;-1.8;16.4;101958;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6782;8385;193;;65007883;0.014;-1.016;0.052;3;4.3;1.1;-1307.5;263;-331.5;-0.6;-1.8;16.6;101959;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6783;8386;193;;65007883;0.009;-1.014;0.052;3.9;3.4;1.2;-1307.5;266;-336;-0.8;-1.7;16.9;101959;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6784;8387;193;;65007883;0.002;-1.013;0.053;3.5;2.4;0.7;-1307.5;260;-342;-0.9;-1.7;17.1;101959;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6785;8388;193;;65007884;0.002;-0.993;0.05;3.2;2;0.8;-1307.5;267.5;-339;-0.9;-1.6;17.3;101959;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6786;8389;193;;65007885;0.007;-0.985;0.048;2.4;2.6;1.4;-1303;261.5;-336;-1;-1.5;17.5;101959;0;1;1;16;16;25.37;36.04;0;0.002556;
4;1;6787;8390;193;;65007885;0.007;-0.982;0.044;1.3;3.1;1.2;-1301.5;263;-343.5;-1.1;-1.5;17.7;101958;0;1;1;16;16;25.39;36.01;0.0635;0.001704;
4;1;6788;8391;193;;65007885;0.007;-0.992;0.043;0.8;3.6;0.4;-1301.5;269;-340.5;-1.1;-1.4;17.8;101958;0;1;1;16;16;25.39;36.01;0.0635;0.001704;
4;1;6789;8392;193;;65007886;0.006;-0.999;0.042;0.7;3.9;-0.8;-1295.5;261.5;-334.5;-1.1;-1.4;18;101958;0;1;1;16;16;25.39;36.01;0.0635;0.001704;
4;1;6790;8393;193;;65007886;0;-1.003;0.041;0.1;3.6;-0.9;-1303;261.5;-343.5;-1.1;-1.3;18.1;101958;0;1;1;16;16;25.39;36.01;0.0635;0.001704;
4;1;6791;8394;193;;65007886;0;-0.999;0.04;0.2;3.2;0.3;-1301.5;266;-340.5;-1.2;-1.2;18.3;101956;0;1;1;17;17;25.39;36.01;0.127;0.002556;
4;1;6792;8395;193;;65007887;0.006;-1.011;0.044;0;2.4;0.3;-1304.5;269;-336;-1.3;-1.1;18.5;101956;0;1;1;17;17;25.39;36.01;0.127;0.002556;
4;1;6793;8396;193;;65007887;0.011;-1.039;0.042;1.6;1.9;0.6;-1300;255.5;-343.5;-1.4;-1;18.7;101956;0;1;1;17;17;25.39;36.01;0.127;0.002556;
4;1;6794;8397;193;;65007887;0.012;-1.008;0.04;3.2;2.1;1.2;-1297;264.5;-351;-1.4;-0.9;18.8;101956;0;1;1;17;17;25.39;36.01;0.127;0.002556;
4;1;6795;8398;193;;65007888;0.005;-1.011;0.037;1.7;2.3;2.1;-1297;263;-345;-1.4;-0.9;18.9;101956;0;1;1;17;17;25.39;36.01;0.127;0.002556;
4;1;6796;8399;193;;65007888;0.002;-0.998;0.035;1.5;2.6;3.6;-1292.5;260;-351;-1.4;-0.8;19.1;101956;0;1;1;17;17;25.39;36.01;0.127;0.002556;
